Station_ID,Date_Time,altimeter_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,precip_accum_five_minute_set_1,precip_accum_one_hour_set_1,precip_accum_24_hour_set_1,precip_accum_since_local_midnight_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,pressure_set_1d,sea_level_pressure_set_1d,heat_index_set_1d
E8450,07/31/2021 23:02 PDT,30.04,68.0,77.0,0.0,,1.0,,,0.0,0.0,60.48,,,29.55,28.81,
E8450,07/31/2021 23:07 PDT,30.04,68.0,77.0,0.0,,1.0,,,0.0,0.0,60.48,,,29.55,28.81,
E8450,07/31/2021 23:12 PDT,30.04,68.0,77.0,0.0,,0.0,,,0.0,0.0,60.48,,,29.55,28.81,
E8450,07/31/2021 23:17 PDT,30.04,68.0,78.0,0.0,,0.0,,,0.0,0.0,60.84,,,29.55,28.79,
E8450,07/31/2021 23:22 PDT,30.04,68.0,78.0,0.0,,0.0,,,0.0,0.0,60.84,,,29.55,28.79,
E8450,07/31/2021 23:27 PDT,30.04,68.0,78.0,0.0,,0.0,,,0.0,0.0,60.84,,,29.55,28.79,
E8450,07/31/2021 23:32 PDT,30.04,68.0,77.0,0.0,,0.0,,,0.0,0.0,60.48,,,29.55,28.81,
E8450,07/31/2021 23:37 PDT,30.04,68.0,77.0,0.0,,0.0,,,0.0,0.0,60.48,,,29.55,28.81,
E8450,07/31/2021 23:42 PDT,30.04,68.0,78.0,0.0,,0.0,,,0.0,0.0,60.84,,,29.55,28.79,
E8450,07/31/2021 23:47 PDT,30.03,68.0,78.0,0.0,,0.0,,,0.0,0.0,60.84,,,29.54,28.78,
E8450,07/31/2021 23:52 PDT,30.03,68.0,78.0,0.0,,0.0,,,0.0,0.0,60.84,,,29.54,28.78,
E8450,07/31/2021 23:57 PDT,30.04,68.0,79.0,0.0,,0.0,,,0.0,0.0,61.21,,,29.55,28.78,
E8450,08/01/2021 00:02 PDT,30.06,67.0,79.0,0.0,,0.0,,,0.0,0.0,60.23,,,29.57,28.84,
E8450,08/01/2021 00:07 PDT,30.06,67.0,79.0,0.0,,0.0,,,0.0,0.0,60.23,,,29.57,28.84,
E8450,08/01/2021 00:12 PDT,30.06,67.0,79.0,0.0,,0.0,,,0.0,0.0,60.23,,,29.57,28.84,
E8450,08/01/2021 00:17 PDT,30.07,67.0,80.0,0.0,,0.0,,,0.0,0.0,60.59,,,29.58,28.84,
E8450,08/01/2021 00:22 PDT,30.07,67.0,80.0,0.0,,0.0,,,0.0,0.0,60.59,,,29.58,28.84,
E8450,08/01/2021 00:27 PDT,30.06,67.0,80.0,0.0,,0.0,,,0.0,0.0,60.59,,,29.57,28.83,
E8450,08/01/2021 00:32 PDT,30.06,67.0,80.0,0.0,,0.0,,,0.0,0.0,60.59,,,29.57,28.83,
E8450,08/01/2021 00:37 PDT,30.06,67.0,80.0,0.0,,0.0,,,0.0,0.0,60.59,,,29.57,28.83,
E8450,08/01/2021 00:42 PDT,30.06,67.0,80.0,0.0,,0.0,,,0.0,0.0,60.59,,,29.57,28.83,
E8450,08/01/2021 00:47 PDT,30.06,67.0,80.0,0.0,,0.0,,,0.0,0.0,60.59,,,29.57,28.83,
E8450,08/01/2021 00:52 PDT,30.05,67.0,80.0,0.0,,0.0,,,0.0,0.0,60.59,,,29.56,28.82,
E8450,08/01/2021 00:57 PDT,30.05,67.0,80.0,0.0,,0.0,,,0.0,0.0,60.59,,,29.56,28.82,
E8450,08/01/2021 01:02 PDT,30.06,67.0,81.0,0.0,,0.0,,,0.0,0.0,60.94,,,29.57,28.82,
E8450,08/01/2021 01:07 PDT,30.06,67.0,81.0,0.0,,0.0,,,0.0,0.0,60.94,,,29.57,28.82,
E8450,08/01/2021 01:12 PDT,30.06,67.0,81.0,0.0,,0.0,,,0.0,0.0,60.94,,,29.57,28.82,
E8450,08/01/2021 01:17 PDT,30.06,67.0,81.0,0.0,,0.0,,,0.0,0.0,60.94,,,29.57,28.82,
E8450,08/01/2021 01:22 PDT,30.06,67.0,81.0,0.0,,0.0,,,0.0,0.0,60.94,,,29.57,28.82,
E8450,08/01/2021 01:27 PDT,30.06,67.0,81.0,0.0,,0.0,,,0.0,0.0,60.94,,,29.57,28.82,
E8450,08/01/2021 01:32 PDT,30.06,67.0,82.0,0.0,,0.0,,,0.0,0.0,61.29,,,29.57,28.8,
E8450,08/01/2021 01:37 PDT,30.06,67.0,82.0,0.0,,0.0,,,0.0,0.0,61.29,,,29.57,28.8,
E8450,08/01/2021 01:42 PDT,30.06,66.0,82.0,0.0,,0.0,,,0.0,0.0,60.31,,,29.57,28.85,
E8450,08/01/2021 01:47 PDT,30.06,66.0,82.0,0.0,,0.0,,,0.0,0.0,60.31,,,29.57,28.85,
E8450,08/01/2021 01:52 PDT,30.06,66.0,82.0,0.0,,0.0,,,0.0,0.0,60.31,,,29.57,28.85,
E8450,08/01/2021 01:57 PDT,30.07,66.0,82.0,0.0,,0.0,,,0.0,0.0,60.31,,,29.58,28.86,
E8450,08/01/2021 02:02 PDT,30.06,66.0,82.0,0.0,,0.0,,,0.0,0.0,60.31,,,29.57,28.85,
E8450,08/01/2021 02:07 PDT,30.06,66.0,82.0,0.0,,0.0,,,0.0,0.0,60.31,,,29.57,28.85,
E8450,08/01/2021 02:12 PDT,30.06,66.0,82.0,0.0,,0.0,,,0.0,0.0,60.31,,,29.57,28.85,
